location,created_at,screen_name,description,user_id,tweets_per_user,sarcasm,disease,timezone,text,posted_by,query,coordinate,tweet_id,talk_about
texas,2016-04-12 03:41:47,cicindyx,"Be at peace, not in pieces // 18 // makeup enthusiast // snapchat: cicindyx",453369654.0,1.0,,Asthma,Central Time (US & Canada),One day my asthma was acting up reaaaal bad/I was wheezing and my brother made fun of me by calling me Lil wheezy /:,individual,asthma,None,7.1973221692271e+17,himself
MNL-YYZ,2016-04-12 04:11:21,LOLLYreese,"c h a m p a g n e mami; If I ever look back, it'll be for the reflection of my ass. I live for me, aint nobody going to take that away from me|IG: funkolsmexy",123303537.0,1.0,,Asthma,Quito,@SajeWellness bought my nebulizer 2 weeks ago &amp; I'm obsessed..Just got myself the sacred  circle w. liquid sunshine. https://t.co/2mlKQw5aFe,individual,Nebulizer,None,7.197396604702351e+17,himself
,2016-04-12 04:30:40,Delgado43Efrain,Just a dude that plays halo and Cod! Suscribe to my youtube channel!,2769459111.0,1.0,,Asthma,None,@bobatl I've had asthma but my inhaler works every time. None of that. Maybe try using a different medication,individual,asthma,None,7.197445198480916e+17,himself
"Parlier, CA",2016-04-12 06:27:57,Nick_F_Pena,Fresno State. Phil. 4:13,208756132.0,2.0,,Asthma,Pacific Time (US & Canada),After going 4-0 in basketball at the gym with no inhaler lol #AsthmaProblems https://t.co/GsIH9t6DtD,individual,Inhaler,,7.197740356772004e+17,himself
,2016-04-12 07:09:56,KhalidAlSabah,https://t.co/wfJzqt1she,102778046.0,1.0,,Asthma,Kuwait,i think my asthma is kicking in! non stop sneezing,individual,asthma,None,7.197845990947512e+17,himself
homebound,2016-04-12 07:17:50,cuttxcult,19. Off tempo. Vocalist for @MarVistaSoCal @sparexhands (solo album 4/25/16),330817270.0,1.0,,Asthma,Arizona,"I'm glad I push myself to get up and get out despite my asthma, psoriasis and weak joints that still fuck me up to this day",individual,asthma,None,7.197865908647444e+17,himself
,2016-04-12 11:15:07,Lil_MissPeru,"24| and though she be but little, she is fierce.",355968291.0,1.0,,Asthma,Central Time (US & Canada),It's inhaler season y'all,individual,Inhaler,,7.198463018700063e+17,himself
Las Pinas City,2016-04-12 12:33:28,itsmeKareeeen,sweet/loving/fun to be with/18 /lycean/tourism student/original profile/ subscribe: https://t.co/ON53n8gVkG,354096014.0,1.0,,Asthma,Alaska,Asthma attacks.   feeling breathless,individual,asthma,None,7.19866020052095e+17,himself
Germany,2016-04-12 12:42:30,ShortyBeLike,A sophisticated underachiever and full time hero.,162800124.0,1.0,,Asthma,Eastern Time (US & Canada),Just ran a little less than 2 miles without my inhaler! I'm getting back to normal!,individual,Inhaler,,7.198682929833492e+17,himself
yoongi's lap,2016-04-12 15:28:30,cozedyoongi,yoongi enthusiast TM,591530787.0,1.0,,Asthma,Mountain Time (US & Canada),I'm really shaky because of my inhaler and I'm pissed,individual,Inhaler,,7.199100687039857e+17,himself
,2016-04-12 17:37:03,maddieskretch,Create a life you love,71683076.0,1.0,,Asthma,Central Time (US & Canada),I had to whip out my inhaler in the middle of class due to a coughing attack I am so mortified,individual,Inhaler,,7.199424203103969e+17,himself
dead in the ground bc daiya,2016-04-12 18:05:45,tooruiffic,"jennifer, aka the one who never shuts up about kuramochi",4068862108.0,2.0,,Asthma,Pacific Time (US & Canada),I had to use my inhaler before class and now I'm shaky and dizzy and can barely write,individual,Inhaler,,7.199496434178294e+17,himself
NY/SoCal,2016-04-12 18:10:07,courtneeeemilya,see you on the dark side of the moon,1547194208.0,1.0,,Asthma,Atlantic Time (Canada),I'm that girl who hits her inhaler in the middle of class,individual,Inhaler,,7.199507408112927e+17,himself
,2016-04-12 19:23:47,blastroturf,@akari_oozora,226053595.0,1.0,,Asthma,Atlantic Time (Canada),Can I just ask the doctor for am inhaler or what,individual,Inhaler,,7.199692806878085e+17,himself
,2016-04-12 22:54:10,hisblueflannel,we are only good for the night time,2529102878.0,1.0,,Asthma,Jakarta,why do people joke about asthma i have it and its seriously the worst thing ever,individual,asthma,None,7.200222232730706e+17,himself
Chicago,2016-04-13 00:19:52,Montyfang,Far too powerful for your own good.,1579051339.0,2.0,,Asthma,Eastern Time (US & Canada),@crimsonleaderr I have an inhaler if you need one-,individual,Inhaler,,7.200437918272676e+17,himself
,2016-04-13 00:32:58,SamirKhimani,Go hard or go home. MK/Leicester,1441700628.0,1.0,,Asthma,None,Ty asthma for blessing me with these 1:30am coughing fits just after I sorted my sleeping pattern,individual,asthma,None,7.200470876609864e+17,himself
California  Washington,2016-04-13 00:52:02,Anissssa_baaby,In love & amazingly happy with my Sailor  @sirhippybang,59837635.0,1.0,,Asthma,Pacific Time (US & Canada),My asthma won't calm down and it's really gonna make me start panicking.,individual,asthma,None,7.200518872155136e+17,himself
,2016-04-13 01:39:50,rayblucheesie,Don't leave things in the fridge...,3222840857.0,1.0,,Asthma,None,Planning on dying from suicide or my asthma,individual,asthma,None,7.200639147011031e+17,himself
"Jax, FL",2016-04-13 01:41:40,davidadew,16 | Junior| FCHS,3244624374.0,1.0,,Asthma,None,Just ran a 10k (6.2 miles)... Kicking asthma's butt,individual,asthma,None,7.200643790481654e+17,himself
texas,2016-04-13 01:56:35,lostboyfranta_,xx,4676160978.0,1.0,,Asthma,,MOM WHERE THE FUXK IS MY INHALER,individual,Inhaler,,7.200681322372137e+17,himself
United States,2016-04-13 02:31:42,RideHardLiftHvy,"Meat, Weightlifting, Downhill, America, Self-Sufficiency, Life.",4151499575.0,1.0,,Asthma,None,@maxnrgmax I've seen those. Wonder how it would work with my asthma?,individual,asthma,None,7.200769707767726e+17,himself
,2016-04-13 02:31:45,CosmosTheInLost,"PhD in Comp Lit, pa of 3, blog featured in @NCRonline @AmConMag @Image_Journal @FirstThingsMag @SullyDish @AmericaMag @ReutersWorld",1223145116.0,1.0,,Asthma,Pacific Time (US & Canada),Bronchitis-asthma double play.,individual,asthma,None,7.200769809687552e+17,himself
"College Station, TX",2016-04-13 03:11:56,_Mad_Bro_,,527123092.0,1.0,,Asthma,Central Time (US & Canada),the struggle of having seasonal allergies and asthma is real when the weather changes as much as it does in Texas,individual,asthma,None,7.200870959607316e+17,himself
s.p x4,2016-04-13 04:29:45,sweetinedsarah,"basic fandom trash that bows down to 5h, jodie sweetin and sarah paulson",1021097366.0,2.0,,Asthma,Hawaii,dONT GO UP AND DOWN I NEED AN INHALER https://t.co/2tfKPd2Vqc,individual,Inhaler,,7.201066794933985e+17,himself
glasgowdunblane,2016-04-13 05:08:58,lorner96,,20143953.0,4.0,,Asthma,Edinburgh,its complete bullshit that i have asthma and that i didnt even have it til i was like 16 or something,individual,asthma,"[-3.19612122, 55.960495]",7.201165479692493e+17,himself
Okehampton,2016-04-13 06:30:39,stacilikes,Cats and Calligraphy,377283148.0,1.0,,Asthma,Casablanca,Woke up at 2.30 with an asthma attack and thought it was 6 so started to wake myself up,individual,asthma,None,7.20137101606527e+17,himself
London,2016-04-13 10:13:35,OzmaLionheart,"Currently resides in Peckham, 1/2 Londoner 1/2 Plymothian enjoys Lego comic books and Slowly gaining a beautiful collection of coloured vinyl.",38684123.0,5.0,,Asthma,London,"Oh and if anyone's wondering about the cream that's for my arthritis in my neck, which according to my osteopath gets worse if asthma is bad",individual,asthma,None,7.20193207225684e+17,himself
UK,2016-04-13 10:29:33,Hollie_Sparrow,you can have roots and wings.,299810980.0,1.0,,Asthma,London,"@sfebery11 well I have mild asthma and I get bad anxiety, but I read online is heart attack symptoms ha",individual,asthma,None,7.20197223779287e+17,himself
"manila,philippines",2016-04-13 10:39:02,wittykyu,To Sunggyu. For Sunggyu. All for him. solelyinfinite   monsta x trash  evrythng abt k-drama,527629633.0,1.0,,Asthma,Seoul,pat my back to stop me from crying coz im abt to have asthma attacks. dunno why i cried so much tho. i guess im too overwhelmed,individual,asthma,None,7.201996117138842e+17,himself
England,2016-04-13 10:52:17,savageplantman,"world's biggest Highschool DxD nerd, gaming and anime enthusiast",1155014431.0,1.0,,Asthma,Pacific Time (US & Canada),And I've just had to explain my asthma to make biology class... Yeah... That was horrifically embarrassing...,individual,asthma,None,7.20202944495358e+17,himself
Philippines,2016-04-13 11:20:11,jambarcarse09,The cross and the crown - very costly!,4274044288.0,1.0,,Asthma,Pacific Time (US & Canada),asthma.,individual,asthma,None,7.202099654245827e+17,himself
,2016-04-13 12:50:17,scrubblifee,Have Courage and Be Kind,1851488108.0,1.0,,Asthma,,When you're taking your inhaler and your coworker shows you his tattoo of an inhaler that says 'puff up or shut up',individual,Inhaler,,7.202326408723251e+17,himself
,2016-04-13 12:56:25,Husna_Mustaffa,,1172230506.0,1.0,,Asthma,Beijing,Inhaler does me no good in a place this stuffy..,individual,Inhaler,,7.202341850681221e+17,himself
"Seoul, south Korea",2016-04-13 15:07:25,gwynethfille,kill them with your kindness // follow your heart  //    fan girl // kpop //Baekhyun's wife,2839927860.0,2.0,,Asthma,Arizona,Asthma,individual,asthma,None,7.202671519117476e+17,himself
maryland,2016-04-13 17:09:56,Nicks_Aunt2008,"Lady Gaga Fan.UCONN/Diana Taurasi fan 4 life.Loyal to her family but,a smartass.also a fan of Lauren jackson. #endBSL #ImWithHer",23692715.0,1.0,,Asthma,Eastern Time (US & Canada),I have asthma  https://t.co/1F51opBNWw,individual,asthma,None,7.202979818413834e+17,himself
,2016-04-13 17:52:27,ambalynnn,IG & SC: ambalynnn,221956547.0,1.0,,Asthma,,Doctor gave me an inhaler and everything,individual,Inhaler,,7.203086828864922e+17,himself
up jonghyuns ass,2016-04-13 19:07:36,namhoyas,kristishe/her *jb voice* as usual yugyeom doesn't have any friends so he is playing with a dog,4247628494.0,1.0,,Asthma,Pacific Time (US & Canada),he looks so young here I ran 18 blocks with asthma https://t.co/CSMEHCkF2n,individual,asthma,None,7.203275959301816e+17,himself
,2016-04-13 20:34:18,ARABSarecooltoo,Denise is my Only One & my Chosen One.,110057790.0,1.0,,Asthma,Central Time (US & Canada),Why can't I outgrow my asthma like a regular person.,individual,asthma,None,7.203494160711762e+17,himself
Misandry Mermaid Lagoon,2016-04-13 22:11:21,notwaving,"She's got everything to gain cos she's a fat girl with a lisp.  [queerio, feminist killjoy, disabled (EDS/dysautonomia), mentally ill, pro-cats]",19741858.0,18.0,,Asthma,London,When yr having a minor asthma attack but really can't be bothered  to do anything about it so just breathe through thick fog. That.,individual,asthma,None,7.203738375739515e+17,himself
,2016-04-13 23:09:07,urgurlmar_mar,Hella Positive,2833541828.0,1.0,,Asthma,None,My grandma said you don't need to be smoking. You got asthma.  Okay Grammy okay,individual,asthma,None,7.203883742598267e+17,himself
,2016-04-13 23:10:17,Richardbcyf,I am a Christian and follower of Jesus who is seeking to bring the Hope of the Gospel to a broken world ...,114157844.0,1.0,,Asthma,London,10 years in China 6 years in India 18 years in Africa ... ... all with Chronic Asthma before inhalers! #CTStudd https://t.co/Em1yzaDCdn,individual,asthma,None,7.203886707973079e+17,himself
,2016-04-14 00:03:09,Darkskinnd1,Rest in peace Michael Dennis.  **E$L**,2366148643.0,2.0,,Asthma,None,Fuck asthma.,individual,asthma,None,7.204019748232233e+17,himself
"Chicago, IL",2016-04-14 00:21:02,DerekBundy,"#SApro | Student Orgs @UChicago | Chair, @CSI_ACPA | #SAmixtape | @LoyolaChicago & @NCState_HEA Alum | Busker | MasterChef Wannabe | He/Him/His",283115954.0,2.0,,Asthma,Eastern Time (US & Canada),"I got a temporary inhaler and I didn't realize how clear my breathing could be. What the hell, lungs?!",individual,Inhaler,,7.204064717085532e+17,himself
United States,2016-04-14 00:21:24,elizabethbusss,i like sports more then i like people.,1193839428.0,1.0,,Asthma,Eastern Time (US & Canada),asthma attacks are the best,individual,asthma,None,7.204065666887148e+17,himself
"Grand Ledge, MI",2016-04-14 00:46:29,AlbertElle,Central Michigan University @APabbsPringle,3073802115.0,1.0,,Asthma,,My inhaler has been my life saver,individual,Inhaler,,7.204128770190295e+17,himself
,2016-04-14 01:32:00,memesadity1,Take Trips Post Pics & Stay Out Of The Fucking Mix.. 22,2794431737.0,1.0,,Asthma,None,@un__fckwitable no I went two nights and bitch I didn't catch a asthma attack,individual,asthma,None,7.204243335842857e+17,himself
BTown,2016-04-14 01:49:49,DylanxMiller,RHS // 18 y/o,893770914.0,1.0,,Asthma,Eastern Time (US & Canada),@KingHerp70 puff puff pass that albuterol over here ya boy has asthma,individual,asthma,None,7.204288153028526e+17,himself
KTXKozarac,2016-04-14 02:40:17,MinaHuskic,eminahuskic // snapchat me that personality ya feel,2275753896.0,1.0,,Asthma,,Damn you so sexy inhaling and shit like wow -Mima talking about me using my inhaler LOL,individual,Inhaler,,7.204415159069655e+17,himself
In the sky with my folks,2016-04-14 03:09:02,PLoading_,I ain't shit I know . I'm ugly I know . Prolly gonna go to hell. I know,441796087.0,1.0,,Asthma,Hawaii,I would had an asthma attack,individual,asthma,None,7.204487504104612e+17,himself
fiction,2016-04-14 05:19:26,bent_ooh,https://t.co/ElUVy52U50,574509474.0,4.0,,Asthma,Tokyo,"I hate morning allergies.  Hi, I'm Nice. I'm allergic to any form of pollen, dust, chicken and citrus on my asthma days, and to mornings",individual,asthma,None,7.204815680374661e+17,himself
IG: Shawnie_easton,2016-04-14 05:28:46,WantsumAshley,A Zoe down to the Zo Word to Beyonce & Gabrielle Beware of savage:),76756172.0,1.0,,Asthma,Central Time (US & Canada),I have work tomorrow I have full intentions on faking an asthma attack ..ambulance and all that will give me at least 2 weeks leave,individual,asthma,None,7.204839164408545e+17,himself
"Boston, MA",2016-04-14 06:09:52,PantsGiver,21 going on 12 cat lady,241779948.0,5.0,,Asthma,Eastern Time (US & Canada),Special talent: can have an asthma attack laying in bed. #plsneedsleep #workingadoubletomorrow #ormaybejustdie #eitherworks #zzzz,individual,asthma,None,7.204942615952138e+17,himself
,2016-04-14 06:36:07,lexxmarieexx,g  Snap: alexismarielily Insta: xxlexvirgoxx,316923035.0,2.0,,Asthma,Tijuana,I hate asthma and bronchitis.,individual,asthma,None,7.205008685802947e+17,himself
"Laguna, Philippines",2016-04-14 07:04:35,janna_villena,John 4:16,3849234674.0,1.0,,Asthma,None,Asthma as it's finest,individual,asthma,None,7.205080305808671e+17,himself
@draggedhes,2016-04-14 07:33:35,manilainvanilla,"Ashton5SOS: So I can hear a lot of people sing tonight, but I can mostly hear them in the top rows.",2437144976.0,1.0,,Asthma,Midway Island,You never know the real struggle when you are a fangirl/fanboy and you have asthma.,individual,asthma,None,7.205153274156851e+17,himself
miami,2016-04-14 10:46:03,_xjellybean,| 21.,616324433.0,1.0,,Asthma,Atlantic Time (Canada),"The best thing about asthma is that I have it during exams, haha I can't wait :)))",individual,asthma,None,7.205637653478892e+17,himself
"Wisconsin, USA",2016-04-14 12:07:58,peachywarrior,Dance away from all life's problems//Snapchat: Jen_ele0v0,,1.0,,Asthma,,Lol I lost my inhaler I highkey might die today,individual,Inhaler,,7.205843808469729e+17,himself
"London, England",2016-04-14 12:17:01,version3point1,"Train(s) (driving) (instructing). #SethNotOnTwitter. Photography. Yellow. Polo. Views my own, &c., &c. Images subject to",221150567.0,2.0,,Asthma,London,GP prescribes me new asthma/hayfever meds. Send names off to our occupational health dept to see if I can take them. It has been over 24hrs.,individual,asthma,None,7.205866570246308e+17,himself
QC,2016-04-14 13:39:12,vianneymay,Architecture Student | FUTURE ARCHITECT,580704899.0,1.0,,Asthma,Beijing,Asthma attack   I hate you,individual,asthma,None,7.206073410165228e+17,himself
"Angeles City, Central Luzon",2016-04-14 14:16:43,ariellejsllxx,,4001669418.0,1.0,,Asthma,Pacific Time (US & Canada),"Asthma, sucks",individual,asthma,None,7.206167814678815e+17,himself
fl,2016-04-14 14:36:24,biebers_revival,"what ive learned is so vital, more that just survival, this is my revival. ||revival tour orlando 6.10.16|| purpose tour miami 7.3.16||",2168600339.0,1.0,,Asthma,Eastern Time (US & Canada),@crystalxsoto I would have had an asthma attack,individual,asthma,None,7.206217346265088e+17,himself
,2016-04-14 15:02:02,fwmedtech,FirstWord MedTech supplies global news and intelligence to the Medical Technology industry. FirstWord MedTech.  Where People Who Know First Go First.,442068154.0,1.0,,Asthma,Eastern Time (US & Canada),"Biomarkers found in allergic rhinitis, asthma could lead to a blood test: study https://t.co/MGFisITumt",individual,Allergic Asthma,None,7.206281845097144e+17,himself
